emp_id,emp_name,department,salary,gender,degree,hire_date,country,image_url,age
1016,Russell Torres,AI,118000,MALE,MIS,2015-02-11,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=48bc76aa,54
1017,Brenda Brooks,AI,140000,FEMALE,MIS,2015-11-23,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=ac6bee80,40
1018,Johnny Hill,IT,129000,MALE,MS,2015-04-02,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=fe735dce,58
1019,Janice Phillips,AI,102000,FEMALE,BS,2015-11-16,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=a5e32f82,23
1020,Emma King,BUSINESS,191000,FEMALE,PHD,2015-12-02,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=43e6e1b2,52
1021,Frances Price,MARKETING,109000,FEMALE,BS,2015-12-23,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=001cb88b,43
1022,Laura Mendoza,MARKETING,221000,FEMALE,PHD,2015-11-12,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=9b484cf9,58
1023,Keith Hill,IT,156000,MALE,BS,2015-05-04,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=0022afa4,33
1024,Ethan Taylor,AI,176000,MALE,MIS,2015-11-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a55a7728,35
1025,Johnny Lopez,IT,155000,MALE,MS,2015-12-28,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b3126cb1,39
1026,Brandon Turner,AI,152000,MALE,MIS,2015-10-10,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=86f1a8e8,40
1027,Christina Thomas,BUSINESS,91000,FEMALE,BS,2015-10-20,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=d52d89b9,59
1028,Charles Stewart,IT,149000,MALE,BS,2015-11-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=7d197fd9,29
1029,Jacqueline Hill,BUSINESS,91000,FEMALE,BS,2015-03-07,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=5331c3aa,31
1030,Debra Evans,MARKETING,139000,FEMALE,BA,2015-06-28,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=c30aa9f0,31
1031,Howard White,SALES,172000,MALE,MS,2015-11-06,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=0ca2c1a7,46
1032,Benjamin Brooks,SALES,105000,MALE,MIS,2015-05-07,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=a7867146,52
1033,Alexis Jimenez,IT,101000,FEMALE,BA,2015-02-05,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=0033d0bd,53
1034,Abigail Parker,BUSINESS,136000,FEMALE,BS,2015-08-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f8e714a0,49
1035,James Jones,MARKETING,130000,MALE,MIS,2015-01-11,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=f5ec7b6a,47
1036,Kayla Ortiz,IT,112000,FEMALE,MS,2015-01-21,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=45ed5a2f,68
1037,Brittany Young,IT,149000,FEMALE,MIS,2015-03-04,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=7e258cfb,43
1038,Heather Cook,MARKETING,124000,FEMALE,BS,2015-02-27,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=2efd541e,32
1039,Elizabeth Hill,AI,143000,FEMALE,BS,2015-10-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a8133979,55
1040,Debra Parker,IT,153000,FEMALE,MS,2015-06-25,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=7fab69f2,56
1041,Deborah Perez,BUSINESS,107000,FEMALE,MIS,2015-04-24,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=1acd3a98,38
1042,Steven Ramirez,SALES,160000,MALE,BS,2015-03-04,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=09a36dd2,54
1043,Patrick Alvarez,SALES,133000,MALE,BS,2015-09-20,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=c231a817,38
1044,Susan Kim,SALES,98000,FEMALE,BS,2015-01-23,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=61f1b6d9,23
1045,Mark Turner,BUSINESS,129000,MALE,BA,2015-09-09,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b5fc3cac,29
1046,Ethan Hughes,IT,111000,MALE,BS,2015-05-14,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=64204fcf,22
1047,Logan Gonzalez,MARKETING,139000,MALE,MIS,2015-10-23,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=03a4efe1,63
1048,Paul Turner,SALES,175000,MALE,MS,2015-02-10,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=ff8ca892,64
1049,Mark Wilson,BUSINESS,130000,MALE,MIS,2015-04-25,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=95cf2b53,62
1050,Shirley Gutierrez,IT,126000,FEMALE,BA,2015-05-06,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=8c1f1949,48
1051,David Peterson,BUSINESS,166000,MALE,PHD,2015-08-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=c2b3a0ea,72
1052,Kathleen Smith,SALES,96000,FEMALE,BS,2015-10-22,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=53b84581,29
1053,Christian Martin,SALES,150000,MALE,BS,2015-12-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=404d5ee3,26
1054,Betty Allen,IT,168000,FEMALE,MS,2015-05-15,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=d8778ade,43
1055,Susan Gonzalez,IT,86000,FEMALE,BA,2015-06-26,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=07eca7d7,40
1056,Marilyn Green,BUSINESS,99000,FEMALE,BS,2015-01-01,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b069902f,28
1057,Kimberly James,IT,147000,FEMALE,MIS,2015-08-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=460847a1,46
1058,Jonathan Sanders,SALES,132000,MALE,BS,2015-03-04,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=6f11672f,43
1059,Aaron Phillips,BUSINESS,174000,MALE,PHD,2015-12-28,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=34d38cbb,52
1060,Evelyn Turner,IT,99000,FEMALE,BS,2015-12-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=85e8356d,30
1061,Jessica Lee,SALES,158000,FEMALE,MIS,2015-08-26,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=46039a27,61
1062,Sara Gray,BUSINESS,163000,FEMALE,PHD,2015-07-25,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f1476b74,67
1063,Carolyn Ward,SALES,101000,FEMALE,BS,2015-08-04,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=f545a260,52
1064,Julie Cruz,SALES,89000,FEMALE,BA,2015-11-11,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b1242863,38
1065,John Price,MARKETING,183000,MALE,MS,2015-04-22,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9563c7fc,61
1066,Debra Gutierrez,MARKETING,97000,FEMALE,BS,2015-11-24,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=10f81d69,49
1067,Gary Morris,AI,134000,MALE,BS,2015-09-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=3f722f9c,31
1068,Susan Johnson,IT,174000,FEMALE,MS,2015-08-28,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=ac88da47,55
1069,Kevin Martinez,BUSINESS,181000,MALE,PHD,2015-06-09,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=f3382ec5,43
1070,Richard Cook,IT,129000,MALE,BA,2015-04-03,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=4f2287df,47
1071,Lauren Cruz,MARKETING,142000,FEMALE,BS,2015-08-15,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=dd3377ce,27
1072,Samantha Thomas,BUSINESS,87000,FEMALE,BS,2015-07-14,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=8b9abc00,28
1073,Barbara Bailey,MARKETING,110000,FEMALE,MS,2015-10-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=bb25c553,30
1074,Vincent Hill,MARKETING,156000,MALE,BS,2015-11-22,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=1b9f398e,35
1075,Kyle Baker,AI,116000,MALE,MS,2015-08-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=1447dec7,39
1076,Ann Foster,MARKETING,216000,FEMALE,PHD,2015-12-22,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=acf077e7,58
1077,Zachary Anderson,SALES,113000,MALE,BS,2015-06-12,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=571bd457,22
1078,Vincent Nguyen,MARKETING,128000,MALE,BA,2015-01-06,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=15044222,28
1079,Megan Moore,BUSINESS,94000,FEMALE,BA,2015-10-07,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=25695b28,38
1080,Deborah Thomas,BUSINESS,112000,FEMALE,BS,2015-04-23,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=7f11ea9c,51
1081,Debra Wilson,BUSINESS,110000,FEMALE,MIS,2015-11-19,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=ebac8d87,64
1082,Donald Foster,BUSINESS,163000,MALE,MIS,2015-09-05,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=db69fa66,61
1083,Christian Smith,MARKETING,116000,MALE,MS,2015-07-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=1332fbec,60
1084,Lawrence Morris,MARKETING,107000,MALE,BS,2015-03-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e4b6d9df,59
1085,Steven Wilson,BUSINESS,122000,MALE,BA,2015-07-14,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=8a93c537,54
1086,Russell Ruiz,IT,116000,MALE,BA,2015-06-10,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e72f13de,47
1087,Kelly Moore,IT,137000,FEMALE,BS,2015-12-24,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=9c7f2bcf,60
1088,Roger Hill,MARKETING,150000,MALE,MS,2015-11-07,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=6f6b1b4c,60
1089,Stephanie Clark,MARKETING,118000,FEMALE,BA,2015-11-05,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a0a3d6b5,44
1090,Alan Wood,IT,145000,MALE,BA,2015-12-21,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b759aa80,56
1091,Katherine Price,SALES,130000,FEMALE,BS,2015-08-19,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=e47d72ea,57
1092,Madison Bennett,BUSINESS,153000,FEMALE,BS,2015-07-26,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=bffc271c,40
1093,Patricia Gutierrez,SALES,143000,FEMALE,PHD,2015-03-02,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=730747ea,52
1094,Bruce Davis,IT,115000,MALE,BA,2015-05-22,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=89e5ccb1,32
1095,Nicholas Jackson,SALES,198000,MALE,MS,2015-04-25,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=9d9f96d1,43
1096,Gloria Jones,AI,167000,FEMALE,MS,2015-10-28,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e333367c,31
1097,Ralph Patel,MARKETING,138000,MALE,MS,2015-09-13,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e09b3630,66
1098,Kathleen Rogers,AI,87000,FEMALE,BA,2015-07-14,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e17d8c64,46
1099,Roy Green,MARKETING,91000,MALE,BS,2015-12-09,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=9d1b3335,22
1100,Stephanie Richardson,BUSINESS,168000,FEMALE,PHD,2015-12-23,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=836cdb83,68
1101,Bobby Mitchell,MARKETING,209000,MALE,PHD,2015-04-25,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=1137f54c,66
1102,Natalie Harris,AI,197000,FEMALE,PHD,2015-11-03,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=186a5c5c,39
1103,Melissa Thompson,MARKETING,155000,FEMALE,PHD,2015-01-14,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2116760d,52
1104,Stephen Bailey,AI,121000,MALE,MIS,2015-10-28,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=2144a9d8,34
1105,Angela Smith,AI,144000,FEMALE,BS,2015-01-05,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=3b762e88,31
1106,Katherine Kim,SALES,123000,FEMALE,BS,2015-10-18,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=6daa3c50,53
1107,Carolyn Martinez,AI,152000,FEMALE,BS,2015-03-17,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=7b9f2040,36
1108,Sarah Cook,IT,163000,FEMALE,MS,2015-09-13,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e183e83f,59
1109,Nancy Hall,IT,108000,FEMALE,BA,2015-06-12,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=11bbd6b7,43
1110,Justin Ramirez,MARKETING,172000,MALE,MIS,2015-09-27,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=253cf5bf,54
1111,Kayla Wood,SALES,99000,FEMALE,BS,2015-08-08,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=5e519ede,44
1112,Bobby Ward,MARKETING,171000,MALE,PHD,2015-11-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9bcf092a,30
1113,Maria Anderson,BUSINESS,117000,FEMALE,BS,2015-12-10,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=c05f9969,56
1114,Linda Gutierrez,AI,150000,FEMALE,BS,2015-08-16,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=70b34e00,54
1115,David Nguyen,IT,122000,MALE,BA,2015-02-04,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=be5e01d3,54
1116,Kevin Foster,MARKETING,178000,MALE,MS,2015-11-03,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=16a271bb,25
1117,Rebecca Bennett,IT,159000,FEMALE,MIS,2015-04-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=ed5bce85,30
1118,Isabella Patel,BUSINESS,192000,FEMALE,MS,2015-12-22,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=7c974e21,29
1119,Joshua Brown,BUSINESS,127000,MALE,BS,2015-02-03,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=7be347e8,24
1120,Susan Thompson,AI,176000,FEMALE,MIS,2015-10-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=b716cfc5,28
1121,Ryan King,BUSINESS,134000,MALE,BS,2015-11-13,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=fc999a23,50
1122,Peter Green,SALES,159000,MALE,MS,2015-02-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=00504323,68
1123,James Chavez,MARKETING,148000,MALE,PHD,2015-01-23,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=06ea5ff2,65
1124,Karen Rivera,MARKETING,98000,FEMALE,BS,2015-11-10,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=a77b5f5c,40
1125,Russell Lopez,AI,166000,MALE,MS,2015-07-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=e3932cfc,49
1126,Amber Brown,BUSINESS,125000,FEMALE,MIS,2015-04-05,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=fcdf5230,58
1127,Fernando Gomez,MARKETING,122000,MALE,BS,2015-05-22,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=94a9f37a,31
1128,Brittany Chavez,AI,106000,FEMALE,MIS,2015-09-05,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=0e9e950c,59
1129,Donald Garcia,SALES,178000,MALE,MIS,2015-07-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=2b72e848,62
1130,Dylan Hernandez,AI,136000,MALE,MS,2015-04-14,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=8d81a798,47
1131,Grace Rogers,IT,105000,FEMALE,BS,2015-04-20,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=f5c7f81f,33
1132,Nicholas Harris,SALES,108000,MALE,BS,2015-01-28,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=c16939c4,58
1133,Kayla Peterson,BUSINESS,192000,FEMALE,MS,2015-02-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=55282834,60
1134,Doris Rodriguez,AI,117000,FEMALE,MIS,2015-12-19,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=14303fce,36
1135,Judith Nelson,AI,101000,FEMALE,BS,2015-02-10,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=d400c461,37
1136,Randy Rodriguez,IT,125000,MALE,BS,2015-08-11,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=6cb13be9,53
1137,Philip James,AI,159000,MALE,BS,2015-10-19,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=7713ca8f,31
1138,Patrick Green,BUSINESS,106000,MALE,BS,2015-06-08,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=f042541a,22
1139,Laura Alvarez,BUSINESS,120000,FEMALE,BS,2015-03-22,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=9547f60f,45
1140,Brittany Nelson,BUSINESS,140000,FEMALE,BA,2015-06-25,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=a2d7a779,50
1141,Brandon Morales,MARKETING,123000,MALE,MS,2015-11-20,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b770c92b,36
1142,Lisa Scott,IT,208000,FEMALE,PHD,2015-05-24,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=21ca3ca1,40
1143,Harry Martinez,SALES,112000,MALE,MS,2015-11-01,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=a622d614,57
1144,Lawrence Howard,BUSINESS,160000,MALE,BS,2015-01-18,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=1c80439e,35
1145,Shirley Cooper,MARKETING,165000,FEMALE,MIS,2015-03-12,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=6d4cf57f,65
1146,Diane Lewis,MARKETING,177000,FEMALE,PHD,2015-08-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=d4268e85,36
1147,Cheryl Lopez,BUSINESS,156000,FEMALE,MS,2015-01-22,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=3d043f35,57
1148,Kathleen Ward,IT,175000,FEMALE,MS,2015-08-06,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=436085ba,33
1149,Amanda Reed,MARKETING,103000,FEMALE,BS,2015-06-02,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=e2d2791e,52
1150,Laura Ross,BUSINESS,134000,FEMALE,MIS,2015-05-12,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=a2cb4602,28
1151,Cynthia Garcia,IT,127000,FEMALE,BA,2015-08-15,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=80353022,46
1152,David Garcia,AI,94000,MALE,BA,2015-11-27,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=53f0e910,55
1153,Brenda Patel,AI,179000,FEMALE,MIS,2015-10-06,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=27ac4e58,58
1154,Maria Wood,BUSINESS,156000,FEMALE,MS,2015-11-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=5456e660,62
1155,Karen Gutierrez,AI,158000,FEMALE,MS,2015-09-13,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=4c5dd422,39
1156,Alexander Hall,BUSINESS,146000,MALE,BS,2015-01-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=51ad6b11,60
1157,Kimberly Cruz,IT,114000,FEMALE,BS,2015-09-21,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=d66a4dc9,26
1158,Brenda Ramirez,IT,163000,FEMALE,PHD,2015-06-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=47baf2f8,38
1159,Howard Thomas,IT,134000,MALE,BA,2015-12-04,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=9bedac85,43
1160,Jeremy Gray,BUSINESS,166000,MALE,MIS,2015-10-06,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=efee4550,37
1161,Grace Evans,SALES,136000,FEMALE,MIS,2015-03-19,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=a06b68a8,26
1162,Kathryn Lee,IT,150000,FEMALE,BS,2015-10-05,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=f88c1ba4,24
1163,Jessica Perez,AI,104000,FEMALE,BA,2015-07-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9ef21b14,55
1164,Jordan Brooks,SALES,121000,MALE,BS,2015-04-15,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=6ab643fd,27
1165,Jean Stewart,BUSINESS,106000,FEMALE,BS,2015-07-20,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=62a1bfbc,36
1166,Emily Howard,IT,189000,FEMALE,MS,2015-09-09,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=2e7d7c18,67
1167,Kevin Castillo,AI,163000,MALE,MIS,2015-10-03,INDIA,https://api.dicebear.com/7.x/avataaars/svg?seed=d0f2f8e1,62
1168,Ryan Carter,BUSINESS,126000,MALE,MS,2015-01-07,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=ab342f44,31
1169,Noah Cook,BUSINESS,104000,MALE,BS,2015-02-06,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=2e737da9,60
1170,Joan Ward,MARKETING,114000,FEMALE,MS,2015-09-25,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=1b695a0b,59
1171,Ashley Lopez,BUSINESS,101000,FEMALE,BS,2015-09-27,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=8c39daab,60
1172,Mary Jimenez,BUSINESS,171000,FEMALE,MIS,2015-06-28,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=8c15735c,50
1173,David Hughes,MARKETING,164000,MALE,MS,2015-08-26,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=957aa1c9,39
1174,Lori Carter,AI,215000,FEMALE,PHD,2015-10-04,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=5af2d0e8,72
1175,Joyce Moore,AI,171000,FEMALE,MS,2015-02-10,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=8f86055b,39
1176,Janice Cooper,BUSINESS,113000,FEMALE,BA,2015-01-23,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=e71643c6,34
1177,Marie Smith,MARKETING,151000,FEMALE,BS,2015-09-01,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=08f20f62,29
1178,Dennis Wood,IT,145000,MALE,MIS,2015-06-04,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=f9b63b40,50
1179,Donna Diaz,MARKETING,137000,FEMALE,MIS,2015-09-14,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=e25507c3,40
1180,Sara Campbell,MARKETING,140000,FEMALE,MIS,2015-04-14,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=230dd680,49
1181,Teresa Bailey,BUSINESS,162000,FEMALE,PHD,2015-09-18,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=5a9c8d73,51
1182,Jeremy Allen,AI,183000,MALE,MS,2015-12-13,GERMANY,https://api.dicebear.com/7.x/avataaars/svg?seed=31bf2c10,47
1183,Victor Moore,SALES,114000,MALE,BS,2015-12-06,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=b26bcf79,50
1184,Betty Ramirez,MARKETING,136000,FEMALE,BS,2015-09-20,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=92a89db0,43
1185,Wayne Mendoza,SALES,160000,MALE,PHD,2015-11-01,CHINA,https://api.dicebear.com/7.x/avataaars/svg?seed=0c594b59,52
1186,Nancy Jackson,BUSINESS,181000,FEMALE,MIS,2015-02-03,CANADA,https://api.dicebear.com/7.x/avataaars/svg?seed=6faf4e3e,51
1187,Shirley Lewis,AI,95000,FEMALE,BS,2015-01-24,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=90039ec2,60
1188,Heather Phillips,MARKETING,223000,FEMALE,PHD,2015-05-23,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=1df27008,61
1189,Albert Davis,IT,144000,MALE,BA,2015-01-07,ITALY,https://api.dicebear.com/7.x/avataaars/svg?seed=80ea3868,50
1190,Amber Gutierrez,AI,129000,FEMALE,MIS,2015-10-17,USA,https://api.dicebear.com/7.x/avataaars/svg?seed=9796d003,26
