emp_id,emp_name,dept_id,country,gender,salary,degree,performance,hire_date
42,Li Tanaka,AI,USA,FEMALE,253000,PHD,4,2022-11-23
43,Emery Li,HARDWARE,USA,FEMALE,172000,MS,1,2022-07-04
44,Morgan Carter,AI,INDIA,FEMALE,205000,PHD,6,2022-04-10
45,Wang Johnson,SOFTWARE,USA,FEMALE,194000,MSIS,8,2023-08-09
46,Finley Garcia,HARDWARE,GERMANY,MALE,220000,MS,6,2024-04-05
47,Casey Rogers,AI,GERMANY,FEMALE,114000,BA,6,2023-08-15
48,Cameron Thomas,AI,CANADA,FEMALE,211000,PHD,10,2022-09-01
49,Hana Moore,SOFTWARE,USA,FEMALE,229000,MS,9,2024-01-19
50,Taylor Thompson,BUSINESS,CANADA,MALE,162000,MSIS,1,2022-04-03
51,Cameron Diaz,SOFTWARE,USA,FEMALE,234000,PHD,3,2024-11-21
52,Zhang Tanaka,HARDWARE,USA,FEMALE,169000,BS,5,2023-11-20
53,Chris White,SALES,USA,FEMALE,155000,MSIS,1,2024-01-25
54,Jamie Adams,AI,GERMANY,FEMALE,190000,MSIS,1,2024-08-29
55,Quinn Baker,SOFTWARE,USA,MALE,145000,MSIS,10,2024-02-18
56,Harley Turner,SOFTWARE,USA,MALE,183000,MSIS,4,2022-02-08
57,Lucas Liu,SOFTWARE,CHINA,FEMALE,148000,BS,7,2024-10-24
58,Ingrid Chen,HARDWARE,USA,MALE,170000,MSIS,9,2023-10-28
59,Wang Collins,AI,CANADA,FEMALE,161000,MS,9,2023-12-03
60,Priya Gomez,SOFTWARE,USA,FEMALE,147000,MSIS,4,2023-07-26
61,Felix Zhang,SOFTWARE,USA,MALE,278000,PHD,5,2023-03-01
62,Avery Watanabe,AI,USA,FEMALE,193000,MS,5,2023-08-13
63,Kendall Garcia,SOFTWARE,GERMANY,FEMALE,222000,PHD,6,2022-10-27
64,Yuki Chen,SOFTWARE,USA,FEMALE,192000,PHD,8,2023-06-10
65,Cameron Jackson,SOFTWARE,USA,MALE,137000,BS,9,2023-07-11
66,Hans Adams,HARDWARE,USA,MALE,146000,BS,9,2023-04-08
67,Lena Thompson,MARKETING,USA,MALE,122000,BS,8,2022-07-25
68,Klaus Liu,SALES,USA,MALE,278000,PHD,3,2024-04-13
69,Kendall Davis,AI,USA,FEMALE,187000,MSIS,5,2023-10-20
70,Rowan Wright,SALES,USA,MALE,150000,MSIS,1,2022-12-25
71,Yuki Roberts,SALES,USA,MALE,222000,PHD,8,2023-01-17
72,Kendall Wagner,AI,CANADA,MALE,114000,BA,2,2023-11-18
73,Sydney Torres,SOFTWARE,INDIA,FEMALE,197000,PHD,9,2024-08-16
74,Alex Cruz,AI,USA,MALE,207000,MS,5,2023-01-17
75,Dakota Tanaka,SOFTWARE,GERMANY,FEMALE,188000,MSIS,3,2024-04-10
76,Wei Diaz,HARDWARE,GERMANY,FEMALE,146000,BS,3,2022-10-15
77,Chris Gomez,SOFTWARE,GERMANY,MALE,103000,BA,8,2023-07-01
78,Ingrid Harris,HARDWARE,USA,MALE,124000,BS,4,2022-05-08
79,Felix Harris,SALES,USA,FEMALE,180000,MS,9,2023-09-29
80,Quinn Wagner,HARDWARE,CANADA,FEMALE,165000,MS,3,2024-09-06
81,Hana Baker,HARDWARE,USA,FEMALE,192000,MS,8,2023-03-24
82,Arjun White,SOFTWARE,USA,MALE,190000,MS,6,2022-06-09
83,Blake Diaz,AI,USA,MALE,271000,PHD,4,2022-11-03
84,Riley Tanaka,HARDWARE,USA,FEMALE,113000,BS,10,2024-09-28
85,Shawn Davis,AI,USA,FEMALE,228000,PHD,9,2024-04-30
86,Jamie Smith,HARDWARE,CANADA,FEMALE,155000,MSIS,1,2024-03-21
87,Wang Davis,HARDWARE,USA,MALE,136000,MSIS,6,2022-05-11
88,Skyler Thompson,AI,USA,MALE,229000,PHD,5,2024-04-17
89,Sage Anderson,SOFTWARE,USA,FEMALE,221000,MS,8,2024-02-13
90,Chen Martin,SALES,USA,MALE,158000,MSIS,3,2024-03-15
91,Lena Watanabe,SOFTWARE,USA,MALE,257000,PHD,5,2024-08-06
92,Robin Young,AI,USA,FEMALE,192000,MSIS,4,2024-08-01
93,Ingrid Sharma,SOFTWARE,USA,FEMALE,161000,BS,2,2022-03-07
94,Harley Miller,SOFTWARE,USA,MALE,103000,BS,10,2022-03-10
95,Hana Davis,SALES,USA,MALE,223000,PHD,4,2023-03-21
96,Arjun Diaz,HARDWARE,USA,MALE,170000,MS,10,2023-10-16
97,Rowan Gomez,SOFTWARE,CANADA,MALE,158000,MS,9,2023-03-29
98,Priya Wang,SOFTWARE,USA,FEMALE,137000,BA,3,2024-05-24
99,Sam Sharma,AI,GERMANY,MALE,274000,PHD,7,2024-12-10
100,Reese Green,HARDWARE,GERMANY,FEMALE,125000,BS,9,2024-08-27
101,Priya Singh,SOFTWARE,CHINA,FEMALE,198000,PHD,8,2022-04-29
102,Dana Parker,AI,CANADA,FEMALE,143000,MSIS,4,2023-06-07
103,Morgan Campbell,HARDWARE,USA,MALE,265000,PHD,2,2023-01-26
104,Hana Flores,HARDWARE,USA,FEMALE,176000,MSIS,2,2023-01-21
105,Dana Torres,SOFTWARE,USA,FEMALE,163000,BS,5,2022-02-01
106,Emery Nelson,HARDWARE,USA,MALE,256000,PHD,4,2023-02-23
107,Parker Rivera,HARDWARE,USA,FEMALE,221000,PHD,9,2024-01-06
108,Hana Turner,SOFTWARE,GERMANY,FEMALE,188000,MS,2,2024-08-19
109,Yuki Moore,AI,CHINA,MALE,181000,MS,10,2023-03-30
110,Kendall Young,SOFTWARE,USA,MALE,165000,BS,10,2024-05-05
111,Priya Cruz,HARDWARE,USA,MALE,178000,MS,4,2024-10-19
112,Blake Collins,AI,CANADA,FEMALE,231000,PHD,8,2024-08-01
113,Chen Jones,SOFTWARE,CANADA,MALE,137000,BS,3,2022-05-01
114,Cameron Adams,SALES,USA,MALE,248000,PHD,1,2024-04-24
115,Finley Davis,SOFTWARE,USA,MALE,134000,MSIS,9,2024-07-22
116,Alex Williams,HARDWARE,USA,FEMALE,134000,MSIS,9,2024-04-22
117,Skyler Jackson,MARKETING,USA,FEMALE,154000,MSIS,9,2024-05-31
118,Jamie Collins,SOFTWARE,USA,MALE,166000,MS,10,2024-12-14
119,Arjun Baker,AI,USA,FEMALE,192000,PHD,7,2024-07-29
120,Riley Patel,BUSINESS,USA,MALE,216000,MS,2,2022-03-06
121,Riley Wang,SOFTWARE,USA,FEMALE,186000,MS,1,2022-12-17
122,Taylor Adams,SOFTWARE,USA,FEMALE,157000,MSIS,2,2024-12-17
123,Sydney Garcia,SOFTWARE,INDIA,MALE,250000,PHD,10,2024-08-31
124,Skyler Turner,AI,USA,MALE,153000,MSIS,9,2022-03-09
125,Parker Allen,SOFTWARE,USA,MALE,240000,PHD,7,2022-06-07
126,Sage Thompson,MARKETING,CANADA,MALE,194000,MSIS,9,2023-11-11
127,Dakota Adams,HARDWARE,GERMANY,MALE,228000,MS,1,2022-07-20
128,Lucas Diaz,SOFTWARE,USA,MALE,211000,MS,10,2024-03-23
129,Logan Collins,HARDWARE,USA,MALE,189000,MSIS,8,2024-10-01
130,Lucas Roberts,SOFTWARE,USA,FEMALE,203000,MS,7,2022-06-25
131,Fatima Young,HARDWARE,CANADA,MALE,139000,MSIS,3,2024-02-18
132,Harley Stewart,HARDWARE,INDIA,FEMALE,155000,MS,1,2023-09-24
133,Priya Tanaka,HARDWARE,USA,FEMALE,104000,BS,7,2024-07-08
134,Ananya Diaz,SOFTWARE,CANADA,FEMALE,104000,BS,9,2022-07-10
135,Arjun Yamamoto,SOFTWARE,USA,FEMALE,105000,BA,2,2023-05-13
136,Sydney Wang,HARDWARE,USA,MALE,145000,MSIS,5,2023-09-09
137,Wei Wilson,AI,USA,MALE,106000,BA,7,2023-09-06
138,Shawn Jackson,SALES,USA,FEMALE,116000,BS,8,2023-02-05
139,Chris Schmidt,SOFTWARE,USA,MALE,226000,MS,6,2024-02-18
140,Parker Diaz,HARDWARE,CANADA,FEMALE,215000,MS,10,2022-10-06
141,Kendall Zhang,HARDWARE,USA,MALE,161000,MS,7,2023-10-16
142,Avery Nguyen,HARDWARE,USA,MALE,170000,MS,7,2024-01-18
143,Harley Roberts,HARDWARE,USA,MALE,173000,MSIS,8,2023-03-06
144,Reese Hall,MARKETING,USA,MALE,260000,PHD,7,2024-10-19
145,Ananya Chen,SOFTWARE,INDIA,MALE,190000,MSIS,2,2024-07-08
146,Finley Suzuki,SOFTWARE,CANADA,FEMALE,199000,MSIS,7,2022-03-17
147,Klaus Garcia,SOFTWARE,USA,MALE,116000,BS,6,2022-12-07
148,Alex Thomas,SOFTWARE,USA,FEMALE,216000,PHD,7,2022-08-05
149,Harley Sanchez,MARKETING,USA,FEMALE,152000,BS,9,2023-03-29
150,Robin Brown,SOFTWARE,USA,FEMALE,203000,MS,9,2022-11-05
151,Omar Moore,SOFTWARE,GERMANY,FEMALE,128000,BS,2,2022-08-26
152,Wei Edwards,HARDWARE,USA,FEMALE,184000,MS,4,2024-12-03
153,Casey Gomez,SOFTWARE,USA,FEMALE,150000,BS,8,2023-10-16
154,Lena King,SOFTWARE,USA,MALE,195000,PHD,6,2022-08-12
155,Shawn Adams,SOFTWARE,USA,MALE,192000,MS,6,2024-05-23
156,Jordan Nguyen,SOFTWARE,USA,FEMALE,146000,MSIS,7,2024-03-21
157,Sydney Martinez,AI,CANADA,FEMALE,161000,MSIS,4,2023-02-26
158,Peyton Wagner,AI,USA,MALE,236000,PHD,6,2023-10-30
159,Ananya Rogers,SOFTWARE,USA,MALE,160000,BS,9,2023-10-04
160,Lena Gomez,SOFTWARE,GERMANY,FEMALE,158000,MSIS,8,2022-12-20
161,Avery Scott,SOFTWARE,CHINA,MALE,156000,MSIS,4,2023-09-18
162,Arjun Rogers,AI,USA,FEMALE,170000,MSIS,7,2022-10-10
163,Li Carter,SOFTWARE,CANADA,FEMALE,144000,BS,3,2022-12-08
164,Robin Johnson,SOFTWARE,USA,MALE,159000,BS,10,2022-04-20
165,Klaus Wang,HARDWARE,USA,FEMALE,157000,BS,9,2024-11-01
166,Blake Anderson,SOFTWARE,GERMANY,FEMALE,163000,MSIS,8,2024-09-27
167,Logan Suzuki,SOFTWARE,CANADA,MALE,205000,PHD,1,2023-07-17
168,Avery White,HARDWARE,USA,FEMALE,131000,BS,8,2024-11-12
169,Hana Schmidt,SOFTWARE,USA,FEMALE,263000,PHD,6,2022-03-27
170,Taylor Weber,SALES,CANADA,MALE,194000,PHD,4,2023-09-02
171,Lucas Nelson,HARDWARE,CANADA,FEMALE,215000,MS,8,2022-08-29
172,Blake Thompson,SOFTWARE,CANADA,MALE,240000,PHD,6,2024-05-26
173,Wang Mitchell,SOFTWARE,USA,MALE,261000,PHD,10,2023-12-20
174,Zhang Thomas,AI,CHINA,MALE,205000,MS,5,2023-07-02
175,Klaus Martin,SOFTWARE,GERMANY,MALE,259000,PHD,1,2023-07-22
176,Li Moore,HARDWARE,CANADA,MALE,149000,BS,4,2024-03-15
177,Emery Tanaka,SOFTWARE,USA,FEMALE,160000,MSIS,2,2022-07-10
178,Sam Smith,BUSINESS,USA,FEMALE,196000,MSIS,8,2024-09-26
179,Wang Kumar,SOFTWARE,CANADA,MALE,228000,PHD,6,2022-05-10
180,Sam Carter,HARDWARE,USA,MALE,263000,PHD,8,2023-07-04
181,Lena Miller,MARKETING,USA,FEMALE,142000,MSIS,8,2023-12-05
182,Avery Allen,MARKETING,CANADA,MALE,154000,BS,8,2022-02-03
183,Felix Martin,BUSINESS,INDIA,FEMALE,229000,MS,7,2023-02-19
184,Klaus Stewart,SALES,USA,FEMALE,165000,BS,5,2022-07-11
185,Emery Evans,MARKETING,USA,FEMALE,146000,BS,3,2022-04-17
186,Dana Chen,SOFTWARE,CANADA,MALE,154000,MS,2,2022-01-03
187,Avery Gupta,HARDWARE,INDIA,MALE,114000,BS,8,2022-01-20
188,Drew Turner,HARDWARE,USA,MALE,165000,MS,2,2022-07-29
189,Casey Sato,HARDWARE,USA,FEMALE,197000,PHD,3,2022-10-20
190,Hans Young,SOFTWARE,USA,MALE,145000,MSIS,6,2023-03-13
191,Drew Thompson,AI,USA,FEMALE,165000,MSIS,4,2022-06-27
192,Cameron Baker,SALES,USA,MALE,161000,MSIS,7,2023-10-07
193,Lucas Brown,MARKETING,CANADA,FEMALE,151000,MSIS,10,2023-08-07
194,Kendall Miller,SOFTWARE,USA,FEMALE,142000,BS,4,2024-03-13
195,Chen Johnson,SOFTWARE,CANADA,MALE,155000,MS,8,2022-05-26
196,Finley Watanabe,SOFTWARE,GERMANY,FEMALE,197000,PHD,10,2024-05-11
197,Aarav Martinez,SOFTWARE,USA,MALE,276000,PHD,2,2022-02-04
198,Zhang Carter,SALES,USA,MALE,101000,BS,1,2024-03-26
199,Sydney Anderson,AI,USA,FEMALE,180000,MS,9,2022-11-09
200,Emery Martinez,SOFTWARE,CANADA,FEMALE,135000,BA,3,2023-11-01
201,Reese Taylor,HARDWARE,INDIA,FEMALE,186000,MSIS,4,2022-04-29
202,Ingrid Wright,AI,USA,FEMALE,142000,BS,1,2023-09-26
203,Li Edwards,BUSINESS,GERMANY,MALE,88000,BA,1,2022-12-02
204,Chris Gupta,SOFTWARE,USA,FEMALE,107000,BS,5,2022-08-30
205,Li Wagner,HARDWARE,CANADA,FEMALE,168000,MS,10,2022-06-07
206,Blake Hall,BUSINESS,USA,FEMALE,132000,BA,3,2024-01-24
207,Yuki Tanaka,HARDWARE,GERMANY,MALE,249000,PHD,2,2023-04-13
208,Wei Stewart,SALES,GERMANY,MALE,132000,BA,4,2022-04-05
209,Logan Diaz,HARDWARE,CANADA,FEMALE,201000,PHD,1,2024-05-08
210,Arjun Sanchez,MARKETING,USA,MALE,207000,MS,5,2022-06-09
211,Chen Garcia,HARDWARE,USA,MALE,222000,MS,3,2023-04-03
212,Sam Taylor,SOFTWARE,GERMANY,FEMALE,108000,BA,5,2023-09-29
213,Yuki Baker,HARDWARE,CANADA,FEMALE,92000,BA,10,2023-09-15
214,Quinn Smith,AI,USA,FEMALE,228000,MS,4,2023-05-18
215,Alex Morris,SOFTWARE,USA,FEMALE,112000,BA,1,2023-11-18
216,Li Davis,HARDWARE,GERMANY,FEMALE,136000,BS,4,2024-05-09
217,Rowan Sanchez,SOFTWARE,GERMANY,MALE,140000,MSIS,4,2024-11-30
218,Cameron Kumar,SOFTWARE,CANADA,FEMALE,192000,PHD,2,2024-11-01
219,Kendall Rivera,HARDWARE,CANADA,MALE,137000,MSIS,3,2023-04-30
220,Harley Campbell,SOFTWARE,USA,FEMALE,222000,PHD,6,2023-10-14
221,Quinn Jackson,BUSINESS,CANADA,MALE,92000,BA,10,2022-08-12
222,Lucas Hill,SOFTWARE,USA,MALE,172000,MS,2,2024-01-04
223,Blake Gomez,BUSINESS,USA,FEMALE,168000,MS,2,2022-07-05
224,Fatima Baker,SALES,USA,MALE,160000,BS,3,2022-07-06
225,Skyler Brown,HARDWARE,CANADA,FEMALE,150000,MS,5,2023-06-17
226,Drew Becker,BUSINESS,USA,FEMALE,237000,PHD,9,2023-05-27
227,Lucas Green,SOFTWARE,USA,MALE,197000,PHD,1,2022-05-07
228,Casey Williams,SALES,CANADA,MALE,127000,BS,2,2023-06-15
229,Chris Harris,HARDWARE,CHINA,MALE,145000,BS,3,2022-07-08
230,Omar Kumar,SOFTWARE,CANADA,MALE,189000,PHD,10,2024-06-06
231,Dana Scott,SALES,CANADA,FEMALE,121000,BA,3,2023-12-26
232,Klaus Roberts,HARDWARE,USA,FEMALE,162000,BS,1,2023-05-19
233,Sydney Rogers,SOFTWARE,USA,FEMALE,192000,MS,1,2022-06-29
234,Hans Watanabe,SOFTWARE,USA,MALE,200000,MS,9,2023-05-26
235,Wang Zhang,SOFTWARE,USA,MALE,259000,PHD,6,2024-09-09
236,Sam Green,AI,USA,FEMALE,232000,PHD,7,2023-07-08
237,Chen Collins,HARDWARE,CANADA,MALE,259000,PHD,1,2024-08-24
238,Hana Green,SOFTWARE,GERMANY,MALE,194000,PHD,4,2023-06-30
239,Reese Turner,SOFTWARE,USA,FEMALE,216000,MS,3,2022-12-27
240,Arjun Torres,SALES,USA,FEMALE,187000,PHD,6,2022-10-19
241,Morgan Adams,SOFTWARE,USA,FEMALE,146000,MSIS,1,2022-07-04
242,Cameron Cruz,HARDWARE,USA,MALE,109000,BA,6,2023-02-17
243,Jordan Moore,SOFTWARE,USA,MALE,265000,PHD,6,2022-05-02
244,Finley Kumar,SOFTWARE,USA,MALE,265000,PHD,6,2022-05-29
245,Hans Zhang,BUSINESS,USA,MALE,173000,MS,3,2024-06-13
246,Logan Wright,AI,USA,FEMALE,168000,BS,10,2024-01-01
247,Omar Smith,SALES,INDIA,FEMALE,204000,MS,3,2022-12-30
248,Vikram Green,SOFTWARE,CANADA,FEMALE,258000,PHD,10,2022-03-08
249,Robin Turner,SALES,CANADA,MALE,198000,PHD,2,2023-05-03
250,Alex Rivera,AI,GERMANY,MALE,202000,MSIS,6,2024-07-03
251,Morgan Rogers,SALES,USA,MALE,103000,BS,5,2022-08-10
252,Sage Edwards,SOFTWARE,USA,FEMALE,277000,PHD,7,2024-10-06
253,Blake Weber,MARKETING,CANADA,FEMALE,133000,BS,10,2023-04-07
254,Jamie Jackson,MARKETING,USA,MALE,187000,PHD,1,2023-10-15
255,Priya Taylor,AI,USA,MALE,221000,MS,3,2022-06-03
256,Dakota King,SOFTWARE,GERMANY,FEMALE,177000,MSIS,8,2022-03-05
257,Rowan Watanabe,AI,USA,FEMALE,105000,BS,4,2023-01-25
258,Emery Zhang,SOFTWARE,CANADA,FEMALE,154000,MSIS,2,2022-04-12
259,Peyton Thomas,HARDWARE,CANADA,MALE,80000,BA,2,2023-08-27
260,Avery Evans,AI,GERMANY,MALE,144000,BS,2,2024-08-27
261,Klaus Watanabe,HARDWARE,USA,FEMALE,221000,MS,5,2022-07-06
262,Harley Garcia,SOFTWARE,USA,FEMALE,162000,BS,6,2023-01-18
263,Quinn Thomas,HARDWARE,INDIA,FEMALE,168000,MS,5,2022-05-07
264,Priya Davis,SOFTWARE,USA,MALE,191000,MSIS,7,2023-04-11
265,Arjun Nelson,SOFTWARE,CANADA,FEMALE,224000,PHD,9,2024-08-30
266,Arjun Moore,HARDWARE,USA,FEMALE,179000,MS,1,2024-10-25
267,Peyton Martin,AI,CANADA,MALE,227000,PHD,3,2023-03-10
268,Hans Moore,SOFTWARE,CANADA,MALE,229000,MS,7,2023-02-18
269,Sage Kumar,HARDWARE,USA,FEMALE,207000,MS,2,2022-06-28
270,Rowan White,SOFTWARE,CANADA,FEMALE,234000,PHD,1,2024-12-06
271,Drew Thomas,AI,USA,FEMALE,139000,BS,10,2022-07-25
272,Sage Zhang,AI,CHINA,FEMALE,268000,PHD,7,2023-06-25
273,Taylor Kumar,SALES,USA,FEMALE,97000,BA,3,2024-04-02
274,Finley Williams,SOFTWARE,GERMANY,FEMALE,137000,MSIS,8,2023-07-05
275,Felix Thomas,AI,USA,FEMALE,213000,PHD,5,2024-10-03
276,Sydney Sharma,SALES,USA,MALE,168000,BS,8,2023-10-20
277,Hana Yamamoto,SOFTWARE,USA,MALE,113000,BS,7,2024-09-19
278,Parker Li,AI,USA,FEMALE,233000,PHD,3,2022-05-15
279,Skyler Torres,AI,USA,FEMALE,159000,BS,10,2022-03-01
280,Finley Nguyen,SOFTWARE,CANADA,MALE,208000,PHD,8,2022-04-14
281,Lena Brown,MARKETING,CANADA,FEMALE,185000,MS,7,2022-09-11
282,Aarav Edwards,SOFTWARE,USA,MALE,196000,MS,3,2024-08-29
283,Jordan Rogers,MARKETING,GERMANY,FEMALE,162000,BS,2,2023-08-07
284,Klaus Green,SOFTWARE,CANADA,MALE,139000,BS,4,2023-03-30
285,Wei Martin,AI,CANADA,MALE,127000,BS,1,2022-01-19
286,Fatima Mitchell,HARDWARE,USA,MALE,134000,MSIS,5,2023-09-18
287,Dana Becker,AI,GERMANY,FEMALE,266000,PHD,8,2023-06-01
288,Alex Tanaka,SOFTWARE,USA,FEMALE,192000,MSIS,7,2022-07-29
289,Lena Jackson,HARDWARE,INDIA,FEMALE,176000,MSIS,5,2023-09-04
290,Jamie Gomez,HARDWARE,INDIA,FEMALE,139000,BA,6,2023-07-22
291,Ingrid Turner,SOFTWARE,USA,MALE,153000,BS,1,2024-04-07
292,Rowan Patel,AI,CHINA,MALE,180000,MSIS,5,2023-06-16
293,Chris Green,SOFTWARE,USA,FEMALE,240000,PHD,10,2023-01-24
294,Blake Scott,SOFTWARE,USA,FEMALE,248000,PHD,9,2023-09-07
295,Lena Parker,SOFTWARE,USA,FEMALE,107000,BS,5,2023-01-10
296,Chris Sanchez,HARDWARE,USA,MALE,114000,BS,5,2024-05-11
297,Morgan Wilson,SALES,INDIA,FEMALE,166000,MSIS,2,2024-08-21
298,Parker Singh,AI,USA,FEMALE,232000,PHD,7,2024-12-21
299,Rowan Wagner,SOFTWARE,USA,MALE,198000,PHD,4,2023-12-03
300,Chris Wright,SOFTWARE,USA,MALE,206000,MS,2,2024-09-25
301,Hana King,SALES,USA,FEMALE,133000,MSIS,5,2023-03-05
302,Hans Gupta,SOFTWARE,CANADA,MALE,210000,MS,2,2022-09-23
303,Wang Nguyen,SOFTWARE,USA,FEMALE,186000,MS,1,2022-03-19
304,Jordan Smith,AI,USA,FEMALE,270000,PHD,9,2023-01-26
305,Drew Rogers,SOFTWARE,USA,MALE,161000,BS,5,2022-09-22
306,Ananya Sato,HARDWARE,USA,FEMALE,157000,BS,5,2023-08-19
307,Li Collins,SOFTWARE,INDIA,FEMALE,204000,MS,3,2023-12-03
308,Logan Green,SOFTWARE,USA,MALE,163000,BS,7,2022-02-09
309,Avery Stewart,SOFTWARE,USA,MALE,100000,BS,9,2022-12-13
310,Ananya Miller,SALES,GERMANY,MALE,200000,MS,9,2022-04-10
311,Harley Morris,SOFTWARE,USA,MALE,134000,MSIS,2,2024-05-03
312,Felix Johnson,SOFTWARE,USA,MALE,167000,MSIS,3,2023-02-25
313,Vikram Thompson,SOFTWARE,CHINA,FEMALE,154000,MS,9,2023-07-07
314,Kendall White,SOFTWARE,INDIA,FEMALE,194000,PHD,10,2022-08-30
315,Peyton Collins,SALES,USA,MALE,197000,MS,5,2024-12-07
316,Chris Nelson,HARDWARE,CHINA,FEMALE,149000,MS,8,2023-03-02
317,Quinn Taylor,SOFTWARE,USA,MALE,85000,BA,2,2024-10-08
318,Shawn Roberts,HARDWARE,USA,MALE,140000,MSIS,5,2023-04-19
319,Kendall Stewart,BUSINESS,USA,FEMALE,154000,MS,3,2022-03-22
320,Cameron King,SOFTWARE,USA,FEMALE,156000,MS,1,2022-01-20
321,Omar Taylor,SOFTWARE,USA,FEMALE,183000,MS,10,2023-07-04
322,Shawn Campbell,HARDWARE,USA,FEMALE,202000,PHD,7,2024-03-30
323,Avery Martin,HARDWARE,USA,FEMALE,167000,MSIS,7,2022-12-08
324,Aarav Chen,BUSINESS,USA,MALE,265000,PHD,2,2024-05-02
325,Lena Martin,SOFTWARE,USA,FEMALE,125000,BS,6,2022-03-01
326,Taylor Martinez,MARKETING,USA,FEMALE,195000,PHD,7,2024-06-21
327,Ingrid Cruz,SOFTWARE,CANADA,FEMALE,134000,MSIS,9,2023-04-04
328,Ingrid Rogers,SOFTWARE,USA,MALE,207000,MS,8,2023-12-10
329,Alex Allen,HARDWARE,USA,MALE,238000,PHD,10,2022-04-22
330,Sam Nelson,MARKETING,USA,FEMALE,267000,PHD,2,2024-10-03
331,Riley Wagner,BUSINESS,CANADA,FEMALE,189000,PHD,4,2024-02-15
332,Sam Harris,BUSINESS,GERMANY,FEMALE,227000,PHD,8,2024-07-04
333,Taylor Smith,HARDWARE,USA,FEMALE,186000,PHD,7,2024-04-24
334,Priya Hill,SOFTWARE,USA,MALE,276000,PHD,5,2024-11-07
335,Shawn Parker,HARDWARE,CANADA,FEMALE,219000,PHD,1,2023-04-02
336,Drew Green,HARDWARE,USA,FEMALE,159000,MSIS,8,2022-08-22
337,Finley Jackson,SOFTWARE,USA,MALE,216000,MS,5,2024-12-05
338,Jamie Nguyen,SOFTWARE,USA,MALE,231000,PHD,7,2022-08-08
