emp_id,emp_name,dept_id,country,gender,salary,degree,performance,hire_date
87,Shirley Suarez,HARDWARE,USA,FEMALE,271000,PHD,5,2024-04-05
88,Christopher Bass,AI,USA,MALE,236000,PHD,5,2025-09-28
89,Lisa Archer,SOFTWARE,USA,FEMALE,125000,BS,6,2023-09-07
90,Aimee Montoya,SALES,USA,FEMALE,168000,MS,9,2024-12-07
91,Matthew Mcmillan,SOFTWARE,USA,MALE,237000,PHD,3,2024-08-12
92,Brian Rodriguez,AI,USA,FEMALE,244000,PHD,2,2024-06-09
93,Denise Jacobs,SOFTWARE,USA,FEMALE,145000,MS,4,2024-07-10
94,Christina Walters,SOFTWARE,USA,MALE,127000,BA,10,2024-05-11
95,John Whitehead,SALES,USA,MALE,94000,BA,9,2023-04-18
96,Anna Henderson,HARDWARE,USA,FEMALE,125000,BA,6,2023-07-25
97,Aaron Wise,SOFTWARE,CANADA,MALE,120000,MS,3,2025-04-13
98,Deborah Figueroa,SOFTWARE,USA,MALE,181000,MS,8,2024-08-11
99,Jessica Smith,AI,GERMANY,MALE,101000,BS,1,2025-12-31
100,Stephen Mckee,HARDWARE,GERMANY,FEMALE,142000,MS,1,2023-12-27
101,Sandra Aguilar,SOFTWARE,CHINA,FEMALE,250000,PHD,1,2024-01-17
102,Cameron Parker,AI,CANADA,MALE,204000,PHD,5,2024-09-03
103,Rebecca Valencia,HARDWARE,USA,FEMALE,162000,MS,2,2025-07-19
104,Christine Wright,HARDWARE,USA,FEMALE,267000,PHD,9,2023-10-02
105,Richard Henson,SOFTWARE,USA,MALE,169000,MSIS,8,2023-08-19
106,Marc Moore,HARDWARE,USA,MALE,122000,BS,8,2023-01-29
107,Sharon Cherry,HARDWARE,USA,MALE,192000,MS,5,2023-12-26
108,Sierra Johnson,SOFTWARE,GERMANY,FEMALE,174000,MS,7,2023-06-27
109,Evelyn Galvan,AI,CHINA,MALE,113000,BS,2,2025-09-04
110,Sharon Cochran,SOFTWARE,USA,FEMALE,90000,BS,4,2025-02-24
111,Richard Rodriguez,HARDWARE,USA,FEMALE,132000,BS,5,2023-01-24
112,Shannon Walker,AI,CANADA,MALE,120000,BS,6,2023-08-31
113,Julia Torres,SOFTWARE,CANADA,FEMALE,141000,BS,3,2023-08-29
114,Crystal Johnson,SALES,USA,MALE,167000,MS,5,2024-03-24
115,Garrett Lin,SOFTWARE,USA,FEMALE,219000,PHD,8,2025-02-04
116,Diana May,HARDWARE,USA,MALE,150000,BS,9,2024-05-21
117,William Herrera,MARKETING,USA,FEMALE,130000,MS,10,2025-12-17
118,Ashley Waller,SOFTWARE,USA,MALE,192000,MS,2,2023-05-07
119,Victor Baker,AI,USA,MALE,160000,MSIS,9,2023-12-03
120,Jeffrey Chandler,BUSINESS,USA,MALE,146000,BS,9,2024-02-25
121,Larry Dixon,SOFTWARE,USA,FEMALE,131000,MS,8,2023-04-24
122,Kenneth Scott,SOFTWARE,USA,FEMALE,143000,BS,9,2023-04-29
123,April Frost,SOFTWARE,INDIA,FEMALE,122000,MS,5,2024-06-05
124,Michelle Harmon,AI,USA,MALE,209000,MSIS,4,2023-04-03
125,Helen Jones,SOFTWARE,USA,MALE,97000,BS,2,2025-08-24
126,Erin Edwards,MARKETING,CANADA,MALE,91000,BA,7,2025-05-10
127,Michelle Evans,HARDWARE,GERMANY,FEMALE,147000,BS,7,2025-02-08
128,Jason Powell,SOFTWARE,USA,FEMALE,88000,BA,9,2023-08-31
129,Cameron Fisher,HARDWARE,USA,MALE,105000,BA,9,2024-04-01
130,Megan Orr,SOFTWARE,USA,FEMALE,173000,MSIS,1,2025-05-18
131,Elizabeth Kelley,HARDWARE,CANADA,FEMALE,151000,MS,4,2024-12-09
132,Dustin Jordan,HARDWARE,INDIA,MALE,126000,BA,4,2023-03-07
133,Mary Marshall,HARDWARE,USA,MALE,213000,MSIS,7,2024-05-07
134,Daniel Kennedy,SOFTWARE,CANADA,FEMALE,94000,BS,2,2023-04-10
135,Rebecca Jackson,SOFTWARE,USA,FEMALE,141000,BS,1,2024-04-24
136,Jose Schultz,HARDWARE,USA,FEMALE,137000,MS,1,2024-04-24
137,Robert Potter,AI,USA,FEMALE,175000,MSIS,10,2024-04-30
138,Courtney Gonzalez,SALES,USA,FEMALE,118000,BS,3,2024-09-07
139,David Alvarez,SOFTWARE,USA,FEMALE,112000,BS,9,2025-10-12
140,Angel Perry,HARDWARE,CANADA,FEMALE,121000,BA,6,2025-12-10
141,Cheyenne Horton,HARDWARE,USA,MALE,142000,BS,7,2024-09-06
142,David Douglas Jr.,HARDWARE,USA,MALE,150000,BS,9,2024-04-06
143,Patricia Rodriguez,HARDWARE,USA,MALE,149000,BS,3,2025-04-25
144,Christopher Rubio,MARKETING,USA,MALE,267000,PHD,9,2025-03-06
145,Amber Wright,SOFTWARE,INDIA,MALE,132000,BS,4,2025-07-10
146,Joyce Solis,SOFTWARE,CANADA,MALE,203000,MSIS,2,2023-04-16
147,Victoria Larson,SOFTWARE,USA,MALE,95000,BS,10,2024-01-21
148,Stephanie Salazar,SOFTWARE,USA,MALE,220000,MSIS,10,2025-09-08
149,Kathy Rivas,MARKETING,USA,MALE,128000,BS,6,2024-03-09
150,Stephanie Manning,SOFTWARE,USA,MALE,261000,PHD,2,2024-02-23
151,David Wright,SOFTWARE,GERMANY,FEMALE,131000,BS,4,2025-02-18
152,Pamela Boyd,HARDWARE,USA,FEMALE,129000,BS,6,2025-01-06
153,Denise Jones,SOFTWARE,USA,MALE,179000,MS,8,2025-08-19
154,Devon Flores,SOFTWARE,USA,FEMALE,161000,MSIS,6,2024-10-02
155,Brenda Hall,SOFTWARE,USA,MALE,118000,BS,10,2023-02-03
156,Michelle Brown,SOFTWARE,USA,FEMALE,143000,BS,10,2023-11-09
157,Joshua Perry,AI,CANADA,MALE,104000,BA,4,2025-10-19
158,Jason Stein,AI,USA,FEMALE,152000,MS,6,2025-10-01
159,Melissa Gates,SOFTWARE,USA,MALE,111000,BS,6,2025-09-27
160,Jamie Smith,SOFTWARE,GERMANY,MALE,121000,BA,9,2025-12-09
161,Paul Castaneda,SOFTWARE,CHINA,MALE,122000,BA,2,2023-01-14
162,Jennifer Adkins,AI,USA,MALE,98000,BS,4,2023-01-19
163,Lindsey Walker,SOFTWARE,CANADA,MALE,137000,BS,8,2025-09-16
164,Jeffrey Johnson,SOFTWARE,USA,FEMALE,120000,MS,1,2023-01-25
165,Michael Powell,HARDWARE,USA,FEMALE,114000,BA,5,2023-02-05
166,John Anderson,SOFTWARE,GERMANY,MALE,142000,MS,7,2023-07-17
167,Alyssa Long,SOFTWARE,CANADA,FEMALE,144000,MS,4,2024-12-26
168,Alyssa Day,HARDWARE,USA,FEMALE,100000,BS,7,2025-04-11
169,Joel Williams,SOFTWARE,USA,FEMALE,118000,BS,4,2023-06-15
170,Daniel Murphy,SALES,CANADA,FEMALE,131000,MS,1,2025-02-15
171,Jamie Walton,HARDWARE,CANADA,MALE,97000,BS,8,2023-12-17
172,Darlene Miller,SOFTWARE,CANADA,FEMALE,121000,BA,7,2023-07-15
173,Joshua Cooke,SOFTWARE,USA,MALE,164000,MSIS,1,2025-08-31
174,Matthew Harrington,AI,CHINA,MALE,125000,BS,2,2024-01-03
175,Nicole Herring,SOFTWARE,GERMANY,MALE,202000,PHD,6,2023-10-23
176,Alex Hernandez,HARDWARE,CANADA,FEMALE,144000,MSIS,7,2023-11-29
177,Michael Elliott,SOFTWARE,USA,FEMALE,169000,MS,10,2025-02-25
178,Michael Wang,BUSINESS,USA,MALE,223000,MSIS,3,2025-10-22
179,Lawrence Adkins,SOFTWARE,CANADA,MALE,126000,MS,6,2025-06-14
180,Robert Oconnell,HARDWARE,USA,FEMALE,133000,BS,2,2024-10-30
181,Alexander Collins,MARKETING,USA,FEMALE,130000,BA,5,2025-10-01
182,Tina Sanders,MARKETING,CANADA,FEMALE,138000,BS,9,2024-01-16
183,Angela Vaughn,BUSINESS,INDIA,FEMALE,130000,MS,7,2024-05-19
184,Ashley Barton,SALES,USA,MALE,154000,MS,2,2025-02-17
185,Lindsay Martinez,MARKETING,USA,FEMALE,169000,MS,3,2025-01-08
186,Dr. Hannah Patterson,SOFTWARE,CANADA,FEMALE,99000,BA,1,2025-01-07
187,Jonathan Peterson,HARDWARE,INDIA,MALE,151000,MSIS,2,2024-01-19
188,Samantha Garcia,HARDWARE,USA,FEMALE,155000,BS,9,2023-07-31
189,Madison Poole,HARDWARE,USA,MALE,115000,BA,6,2024-10-26
190,Jessica Gross,SOFTWARE,USA,FEMALE,172000,MSIS,1,2025-03-05
191,Debra Morton,AI,USA,MALE,166000,MSIS,9,2025-02-18
192,Karen Graham,SALES,USA,FEMALE,99000,BA,5,2025-10-06
193,Debra Christian,MARKETING,CANADA,FEMALE,107000,BA,3,2025-05-12
194,Angelica Keith,SOFTWARE,USA,FEMALE,136000,BS,2,2024-05-20
195,John Bishop,SOFTWARE,CANADA,MALE,196000,MS,8,2025-07-26
196,Allen Rosales,SOFTWARE,GERMANY,FEMALE,80000,BA,5,2024-11-11
197,Daniel Salinas,SOFTWARE,USA,FEMALE,177000,MSIS,7,2024-11-16
198,Spencer Haynes,SALES,USA,FEMALE,107000,BS,10,2024-10-18
199,Adam Vaughan,AI,USA,FEMALE,181000,MS,4,2023-12-30
200,Nathan Freeman,SOFTWARE,CANADA,FEMALE,237000,PHD,6,2024-05-11
201,Melissa Brewer,HARDWARE,INDIA,FEMALE,140000,BS,5,2023-08-22
202,Ricky Davis II,AI,USA,MALE,275000,PHD,4,2023-02-25
203,Elizabeth Perkins,BUSINESS,GERMANY,FEMALE,226000,PHD,8,2024-08-19
204,Joseph Coleman,SOFTWARE,USA,FEMALE,187000,MSIS,2,2023-10-13
205,Erin Warner,HARDWARE,CANADA,MALE,152000,MS,4,2025-05-16
206,David Martinez,BUSINESS,USA,FEMALE,192000,MSIS,2,2025-03-31
207,Bryan Herrera,HARDWARE,GERMANY,MALE,189000,MS,7,2025-01-06
208,Cathy Robinson,SALES,GERMANY,MALE,196000,MS,9,2023-08-12
209,Dr. William Warren,HARDWARE,CANADA,MALE,156000,MSIS,6,2025-03-29
210,Brian Lee,MARKETING,USA,MALE,255000,PHD,6,2023-01-22
211,Christopher Smith,HARDWARE,USA,MALE,112000,BA,4,2025-07-01
212,Denise Mccann,SOFTWARE,GERMANY,MALE,154000,BS,8,2024-12-07
213,Melissa Martinez,HARDWARE,CANADA,FEMALE,213000,PHD,8,2025-05-01
214,Katherine Salas,AI,USA,MALE,214000,PHD,2,2024-12-14
215,Julie Alexander,SOFTWARE,USA,FEMALE,116000,BS,8,2024-12-14
216,Anthony Everett,HARDWARE,GERMANY,FEMALE,147000,BS,8,2023-05-18
217,Rodney Morales,SOFTWARE,GERMANY,FEMALE,92000,BS,2,2023-08-12
218,Mark Brown,SOFTWARE,CANADA,MALE,151000,MS,3,2023-11-24
219,Justin Torres,HARDWARE,CANADA,MALE,149000,BS,7,2025-04-09
220,Bailey Duran DDS,SOFTWARE,USA,FEMALE,201000,MS,3,2025-03-21
221,Courtney Mills,BUSINESS,CANADA,FEMALE,92000,BA,10,2025-05-29
222,Jeremy Dalton,SOFTWARE,USA,FEMALE,116000,BS,4,2023-05-09
223,Elizabeth Oliver DDS,BUSINESS,USA,FEMALE,143000,MS,9,2024-10-29
224,Theresa Clark,SALES,USA,FEMALE,96000,BA,2,2025-12-16
225,Matthew Moore,HARDWARE,CANADA,FEMALE,276000,PHD,6,2025-03-14
226,Benjamin Smith,BUSINESS,USA,FEMALE,165000,MS,6,2023-12-20
227,Kirk Carter,SOFTWARE,USA,MALE,213000,MSIS,5,2023-10-02
228,Michael Warner,SALES,CANADA,MALE,129000,BS,4,2024-01-10
229,Michael Bradshaw,HARDWARE,CHINA,FEMALE,155000,BS,3,2025-05-06
230,Lori Guerrero,SOFTWARE,CANADA,FEMALE,169000,MS,10,2024-01-16
231,Jessica Stephens,SALES,CANADA,MALE,112000,BS,9,2025-09-29
232,Susan Serrano,HARDWARE,USA,FEMALE,130000,BS,3,2023-04-20
233,Christopher Parker,SOFTWARE,USA,MALE,197000,MSIS,1,2024-02-04
234,Laura Roberts,SOFTWARE,USA,FEMALE,199000,MSIS,9,2025-04-17
235,Michael Lyons,SOFTWARE,USA,FEMALE,176000,MS,7,2023-12-09
236,Kathryn Snyder,AI,USA,MALE,130000,BA,1,2024-08-21
237,Andrew Reynolds,HARDWARE,CANADA,FEMALE,114000,BA,4,2023-12-11
238,David Davis,SOFTWARE,GERMANY,MALE,198000,MSIS,10,2023-08-22
239,Sara Johnston,SOFTWARE,USA,MALE,136000,BS,9,2025-06-22
240,Yvonne Chambers,SALES,USA,MALE,133000,MS,7,2024-09-01
241,Andrew Avila,SOFTWARE,USA,FEMALE,192000,MSIS,1,2024-12-14
242,Matthew Moon,HARDWARE,USA,MALE,191000,MSIS,2,2024-04-30
243,Kevin Walters,SOFTWARE,USA,FEMALE,134000,BS,10,2023-12-06
244,Brandon Bailey MD,SOFTWARE,USA,MALE,146000,MS,4,2024-12-19
245,Shannon Rivera,BUSINESS,USA,MALE,188000,MS,10,2024-10-24
246,Donna Landry,AI,USA,FEMALE,237000,PHD,5,2025-11-19
247,Krista Gibson,SALES,INDIA,FEMALE,217000,PHD,2,2023-05-02
248,Frank Cordova,SOFTWARE,CANADA,MALE,216000,PHD,3,2023-10-27
249,Jose Travis,SALES,CANADA,FEMALE,170000,MS,4,2023-10-19
250,Kimberly Gutierrez,AI,GERMANY,FEMALE,200000,MS,5,2025-02-07
251,Isaiah Avila,SALES,USA,FEMALE,141000,BS,2,2025-01-25
252,Olivia Harris,SOFTWARE,USA,MALE,131000,BS,8,2023-07-10
253,Tanya Kim,MARKETING,CANADA,FEMALE,201000,MS,8,2023-05-10
254,Barbara Dudley,MARKETING,USA,FEMALE,162000,MSIS,7,2024-03-09
255,Cynthia Moore,AI,USA,FEMALE,126000,BS,6,2023-09-25
256,Kristen Davis,SOFTWARE,GERMANY,MALE,163000,MS,8,2023-04-05
257,Susan Murray MD,AI,USA,MALE,81000,BA,8,2023-11-20
258,Kathleen Moran,SOFTWARE,CANADA,MALE,144000,BS,1,2023-09-28
259,Denise Davenport,HARDWARE,CANADA,FEMALE,155000,MSIS,5,2023-07-11
260,Mrs. Kristen Reyes,AI,GERMANY,FEMALE,130000,MS,5,2023-12-05
261,Katie Suarez,HARDWARE,USA,MALE,126000,BA,5,2025-05-29
262,Desiree Tyler,SOFTWARE,USA,MALE,120000,MS,2,2025-09-03
263,Timothy Romero,HARDWARE,INDIA,FEMALE,94000,BA,10,2023-01-20
264,Diane Evans,SOFTWARE,USA,FEMALE,87000,BA,6,2023-09-28
265,Yvonne Burns,SOFTWARE,CANADA,MALE,139000,BS,4,2023-07-29
266,Joshua Reed,HARDWARE,USA,MALE,99000,BA,6,2025-02-22
267,Kimberly Gibson,AI,CANADA,MALE,217000,MSIS,3,2023-05-21
268,Colin Terry,SOFTWARE,CANADA,MALE,198000,MS,1,2025-06-20
269,Cynthia Rowe,HARDWARE,USA,FEMALE,109000,BS,4,2025-06-25
270,Patrick Thornton,SOFTWARE,CANADA,MALE,147000,MSIS,2,2023-09-10
271,Jasmin Alvarado,AI,USA,FEMALE,164000,MS,7,2024-10-06
272,Veronica Simpson,AI,CHINA,MALE,170000,MSIS,4,2024-05-23
273,Jonathan Lawrence,SALES,USA,FEMALE,197000,MS,10,2023-02-24
274,Shelly Alexander,SOFTWARE,GERMANY,MALE,161000,MSIS,5,2025-03-13
275,Joyce Bowen,AI,USA,FEMALE,120000,BS,1,2025-03-01
276,Matthew Moore,SALES,USA,MALE,120000,BA,8,2025-12-17
277,Wayne Morgan,SOFTWARE,USA,FEMALE,181000,MSIS,1,2023-09-28
278,Marie Christian,AI,USA,FEMALE,143000,BS,10,2023-12-20
279,Shannon James,AI,USA,MALE,137000,MSIS,2,2023-01-29
280,Nathan Malone,SOFTWARE,CANADA,FEMALE,97000,BS,1,2025-11-03
281,Amanda Jones,MARKETING,CANADA,FEMALE,143000,BS,9,2025-04-03
282,Tammie Bright,SOFTWARE,USA,MALE,114000,BA,9,2024-07-22
283,Jessica Garcia,MARKETING,GERMANY,MALE,112000,BA,2,2023-11-15
284,Shelia Wallace,SOFTWARE,CANADA,MALE,195000,MS,7,2024-09-27
285,Stephanie Williams,AI,CANADA,MALE,127000,MS,4,2023-06-26
286,Elaine Brooks,HARDWARE,USA,MALE,258000,PHD,2,2024-09-25
287,Joseph Knight,AI,GERMANY,MALE,135000,MS,3,2023-10-09
288,Carolyn Miller,SOFTWARE,USA,FEMALE,183000,MS,3,2025-12-07
289,Lisa Allen,HARDWARE,INDIA,FEMALE,141000,MS,5,2023-09-17
290,Briana Murray,HARDWARE,INDIA,MALE,135000,MS,5,2024-11-17
291,David Smith,SOFTWARE,USA,MALE,202000,MSIS,5,2024-06-22
292,Stephanie Byrd,AI,CHINA,MALE,200000,MS,10,2025-10-13
293,Jeremy Reed,SOFTWARE,USA,FEMALE,97000,BS,6,2023-12-08
294,Margaret Coleman,SOFTWARE,USA,MALE,103000,BS,5,2024-04-12
295,Ryan Gonzalez,SOFTWARE,USA,MALE,125000,MS,1,2024-05-15
296,John Young,HARDWARE,USA,MALE,104000,BA,6,2024-01-02
297,Laura Haney,SALES,INDIA,FEMALE,270000,PHD,1,2024-04-04
298,William Barrett,AI,USA,FEMALE,130000,BS,7,2023-06-09
299,Keith Jennings,SOFTWARE,USA,MALE,184000,MS,2,2024-01-03
300,Amber Obrien,SOFTWARE,USA,FEMALE,95000,BS,9,2023-05-22
301,Tanner Mitchell DDS,SALES,USA,FEMALE,174000,MSIS,5,2023-06-26
302,Heather Fields,SOFTWARE,CANADA,MALE,167000,MS,1,2024-08-20
303,Megan Le,SOFTWARE,USA,MALE,199000,MS,5,2025-08-08
304,Sara Fuller,AI,USA,MALE,115000,BS,8,2023-11-05
305,Maria Parker,SOFTWARE,USA,MALE,81000,BA,7,2024-12-10
306,Kevin Oconnor,HARDWARE,USA,MALE,162000,MS,1,2025-02-09
307,Edward Burgess,SOFTWARE,INDIA,MALE,148000,MSIS,5,2025-12-21
308,Carlos Ryan,SOFTWARE,USA,MALE,262000,PHD,7,2023-10-19
309,Kiara Mcintyre,SOFTWARE,USA,MALE,125000,MS,2,2025-11-30
310,Dawn Summers,SALES,GERMANY,MALE,148000,BS,6,2023-07-15
311,Dr. Paul Morgan,SOFTWARE,USA,MALE,129000,MS,7,2025-06-09
312,Victor Taylor,SOFTWARE,USA,FEMALE,150000,MS,3,2024-06-18
313,Shannon Ramsey,SOFTWARE,CHINA,FEMALE,224000,MSIS,7,2024-10-13
314,Tracy Ballard,SOFTWARE,INDIA,MALE,99000,BS,4,2023-10-06
315,Richard Smith,SALES,USA,MALE,148000,MSIS,10,2023-08-05
316,Jordan Chambers,HARDWARE,CHINA,FEMALE,100000,BA,8,2023-09-05
317,Lauren Carson,SOFTWARE,USA,FEMALE,177000,MS,4,2025-08-06
318,Ashley Hall,HARDWARE,USA,MALE,101000,BS,2,2024-09-15
319,Stephen Hoffman,BUSINESS,USA,MALE,140000,MSIS,10,2024-11-02
320,Connie Brown,SOFTWARE,USA,FEMALE,102000,BA,4,2025-11-17
321,Susan Turner,SOFTWARE,USA,MALE,96000,BA,5,2023-03-05
322,Charles Shah,HARDWARE,USA,MALE,271000,PHD,8,2023-07-13
323,Johnathan Davis,HARDWARE,USA,MALE,105000,BS,3,2023-05-07
324,Brandy Chavez,BUSINESS,USA,MALE,151000,MSIS,4,2025-03-31
325,Natalie Bautista,SOFTWARE,USA,MALE,123000,BS,2,2023-02-14
326,Patrick Moore,MARKETING,USA,MALE,256000,PHD,4,2023-07-08
327,Brett Burns,SOFTWARE,CANADA,MALE,150000,MSIS,6,2025-08-02
328,Trevor Johnson,SOFTWARE,USA,FEMALE,107000,BA,10,2025-10-13
329,Jeremy Sampson,HARDWARE,USA,FEMALE,91000,BA,7,2024-03-15
330,Ariana Jennings,MARKETING,USA,FEMALE,170000,MSIS,5,2023-11-01
331,Vanessa Howard,BUSINESS,CANADA,MALE,119000,BA,10,2024-08-27
332,Colton Martinez,BUSINESS,GERMANY,MALE,151000,BS,9,2023-06-29
333,Jordan Bates,HARDWARE,USA,MALE,143000,BS,3,2025-12-12
334,Linda Smith,SOFTWARE,USA,FEMALE,92000,BS,9,2025-01-05
335,Dana Martinez,HARDWARE,CANADA,FEMALE,134000,BS,8,2025-03-06
336,Andrea Hubbard,HARDWARE,USA,MALE,130000,BS,1,2023-03-02
337,Daniel Kane,SOFTWARE,USA,FEMALE,142000,MSIS,5,2025-12-20
