emp_id,emp_name,salary,dept_id,country_code,gender,education,dob,hire_date
E0059,Markus Hu,111500,D004,IND,MALE,MS,1990-08-25,2020-09-06
E0060,Heike Lee,98500,D003,CHN,FEMALE,LAW,1967-05-06,2021-08-05
E0061,Ming Jones,102000,D001,BRA,MALE,MS,1990-05-07,2011-07-18
E0062,Sakura Sharma,64000,D003,CHN,FEMALE,BA,1976-08-03,2007-04-15
E0063,Bobby Sasaki,144500,D005,IND,MALE,MS,1979-02-15,2007-11-25
E0064,Christine Flores,101500,D001,CAN,FEMALE,MS,1997-03-18,2010-06-01
E0065,Sneha Müller,62500,D005,BRA,FEMALE,BS,1995-05-23,2024-05-14
E0066,Eugene King,100000,D005,CAN,MALE,BS,1997-10-21,2000-04-22
E0067,Claire Wright,116000,D005,FRA,FEMALE,BS,1974-01-23,2023-05-09
E0068,Sophie Reed,90000,D004,DEU,FEMALE,BS,1991-06-02,2005-11-10
E0069,Jesse Anderson,86500,D005,JPN,MALE,BA,1990-11-18,2016-01-09
E0070,Henri Hughes,82000,D003,IND,UNKNOWN,BS,1972-12-02,2023-03-28
E0071,Elijah Johnson,103000,D002,IND,MALE,MS,1990-09-28,2012-12-31
E0072,Rafael Yamada,164000,D001,CAN,MALE,MSIS,1971-07-27,2003-02-07
E0073,Tiffany O'Brien,88500,D004,USA,FEMALE,BA,1975-02-16,2008-06-27
E0074,Kavita Schmidt,75000,D005,FRA,FEMALE,BA,1989-10-17,2000-10-03
E0075,Divya Diaz,109500,D001,FRA,FEMALE,BA,1963-01-18,2023-09-29
E0076,Camille Flores,152500,D003,USA,FEMALE,MS,1965-12-07,2017-09-15
E0077,Hong Evans,102500,D005,FRA,FEMALE,MS,1982-02-28,2001-08-09
E0078,Sean Matsumoto,59500,D003,BRA,MALE,BS,1997-04-29,2022-07-27
E0079,Edward Cole,90500,D004,IND,MALE,BS,1976-07-17,2015-04-15
E0080,Victoria Chavez,136000,D001,USA,FEMALE,MSIS,1997-05-09,2018-01-20
E0081,Deepak Zhou,142500,D005,CAN,UNKNOWN,MS,1983-06-13,2000-11-02
E0082,Samantha Weber,119000,D005,USA,FEMALE,MS,1985-03-16,2007-08-29
E0083,Donald Nair,96500,D005,USA,MALE,BS,1960-08-29,2003-02-08
E0084,Camille Garcia,108500,D002,USA,UNKNOWN,MS,1986-10-16,2016-07-09
E0085,Kiran Gonzales,128500,D001,IND,MALE,BS,1970-01-24,2021-09-24
E0086,Terry Wallace,93500,D002,CHN,MALE,MSIS,1997-06-25,2006-10-23
E0087,Dylan Ellis,150000,D005,CHN,MALE,MBA,1978-10-30,2022-08-22
E0088,Randy Martin,86000,D001,CHN,MALE,BS,1991-07-16,2006-02-06
E0089,Janice Fisher,79500,D003,BRA,FEMALE,BS,1990-11-03,2009-10-25
E0090,Aiden Chopra,105500,D002,IND,MALE,BA,1991-06-20,2000-04-14
E0091,Ana Barnes,92500,D005,CHN,FEMALE,MS,1990-10-26,2022-02-01
E0092,Zainab Kelly,68500,D002,BRA,UNKNOWN,MS,1976-09-13,2013-03-11
E0093,Kevin Wallace,93000,D002,AUS,UNKNOWN,BS,1963-04-19,2018-12-01
E0094,Christian Rahman,100500,D005,FRA,MALE,BS,1988-06-24,2001-10-16
E0095,Charles Ford,166000,D001,USA,MALE,MS,1972-01-31,2002-12-19
E0096,Olivia Ahmed,91000,D004,CHN,FEMALE,BS,1973-08-07,2014-08-22
E0097,Anthony Kimura,71000,D004,USA,MALE,BA,1963-06-09,2002-09-13
E0098,Lata Gutierrez,168500,D001,USA,UNKNOWN,MS,1964-08-22,2014-10-01
E0099,Neha Inoue,153500,D003,USA,FEMALE,MSIS,1997-11-20,2011-04-19
E0100,Aiden Schneider,70000,D003,DEU,MALE,BS,1995-11-01,2016-12-10
E0101,Evelyn Scott,84000,D005,USA,UNKNOWN,BA,1981-06-19,2014-11-18
E0102,Rahul Shah,72500,D002,GBR,UNKNOWN,BS,1988-06-12,2013-04-07
E0103,Kayla Allen,97500,D001,BRA,FEMALE,BS,1995-08-31,2017-08-10
E0104,Markus Kimura,58000,D005,IND,MALE,BA,1969-11-11,2013-04-04
E0105,Deepak Reyes,124000,D001,USA,MALE,MS,1981-09-15,2013-10-09
E0106,Christina Chopra,153000,D001,IND,UNKNOWN,MS,1975-07-09,2004-01-23
E0107,Sophie Huang,130000,D001,USA,FEMALE,BA,1975-10-10,2021-07-06
E0108,Claire O'Neill,122000,D002,IND,FEMALE,MSIS,1993-03-25,2000-08-16
E0109,Michael Morris,82500,D002,CHN,MALE,MS,1965-03-04,2007-07-26
E0110,Danielle Liu,131000,D002,IND,UNKNOWN,MS,1990-09-29,2018-02-17
E0111,Diego Nelson,148500,D004,IND,UNKNOWN,MS,1977-12-31,2009-05-09
E0112,Natalie Simmons,115500,D004,IND,FEMALE,MS,1975-04-03,2016-06-07
E0113,Donna Yamada,91500,D004,USA,UNKNOWN,BS,1978-08-10,2019-07-16
E0114,Hong Ma,94500,D004,CHN,FEMALE,MS,1979-02-13,2014-10-29
E0115,Henri Matsumoto,101000,D005,IND,UNKNOWN,BA,1985-09-12,2019-06-10
E0116,Ashley Silva,75000,D003,USA,UNKNOWN,BS,1976-12-24,2024-04-28
E0117,Emma Hu,102500,D002,AUS,FEMALE,BA,1973-02-20,2008-04-19
E0118,Randy Gibson,121000,D003,IND,MALE,MS,1968-12-14,2006-04-25
E0119,Poppy Ramirez,90000,D001,CHN,FEMALE,BS,1985-03-30,2011-07-29
E0120,Freya Kato,118500,D001,IND,FEMALE,BS,1961-06-05,2010-07-04
E0121,Ali Lin,81000,D005,DEU,MALE,BS,1982-12-11,2023-06-30
E0122,Charlotte Ahmed,88500,D004,DEU,FEMALE,BS,1979-08-26,2000-11-11
E0123,Cynthia Alexander,60500,D002,BRA,FEMALE,BA,1964-02-17,2021-08-19
E0124,Ruth Yamada,99500,D002,IND,FEMALE,MS,1977-01-21,2023-05-11
E0125,Haruka Chopra,118000,D004,JPN,FEMALE,MS,1986-05-25,2024-05-12
E0126,Ethan Edwards,93500,D002,GBR,UNKNOWN,BA,1961-10-31,2003-07-06
E0127,Daniel Sanchez,144000,D003,IND,MALE,LAW,1988-12-09,2013-08-17
E0128,Clarence Rahman,84000,D004,CHN,MALE,BS,1967-07-26,2017-02-02
E0129,Aiden Abdullah,98000,D004,USA,MALE,BA,1981-10-14,2003-03-31
E0130,Tao Foster,90000,D004,IND,MALE,BS,1968-04-23,2004-02-09
E0131,Rekha Schmidt,103000,D005,USA,FEMALE,BS,1973-09-28,2002-11-29
E0132,Fernanda Gupta,80500,D004,CHN,FEMALE,MS,1970-12-05,2021-03-05
E0133,Philip Verma,78500,D003,CHN,MALE,MBA,1960-12-14,2023-08-04
E0134,Dominic Miller,133000,D002,IND,MALE,MS,1990-04-11,2002-11-27
E0135,Bryan Ali,108500,D002,IND,MALE,MS,1969-03-06,2024-10-13
E0136,Brenda Rivera,79000,D001,IND,FEMALE,BA,1989-04-02,2003-05-29
E0137,Abigail Weber,98000,D002,IND,FEMALE,BA,1996-08-13,2002-03-07
E0138,Philip Lin,107000,D002,IND,MALE,MS,1965-09-01,2000-01-21
E0139,Nikhil Ali,75500,D002,CHN,MALE,MS,1984-06-13,2015-02-07
E0140,Ming Yoshida,73000,D005,CAN,UNKNOWN,BS,1992-01-14,2012-05-31
E0141,Arjun Oliveira,86500,D002,CHN,MALE,MS,1963-10-03,2010-03-29
E0142,Sakura Williams,77000,D002,IND,UNKNOWN,MS,1965-04-22,2024-09-23
E0143,Elijah Reynolds,108000,D001,CHN,MALE,MS,1970-09-16,2010-10-08
E0144,Sienna Kelly,140000,D005,IND,FEMALE,MS,1977-06-21,2006-06-11
E0145,Larry Rivera,50500,D003,CHN,MALE,BS,1987-11-14,2006-06-24
E0146,Gregory Smith,104500,D005,BRA,MALE,MS,1996-06-29,2011-08-24
E0147,Oliver Alexander,72000,D002,GBR,MALE,BS,1962-01-10,2009-07-11
E0148,Priya Martin,144000,D002,USA,FEMALE,MS,1960-10-16,2019-12-11
E0149,Judith Kelly,158500,D004,USA,UNKNOWN,MS,1984-05-16,2014-04-03
E0150,Juliana Harris,94500,D005,CHN,FEMALE,BS,1996-06-26,2004-03-14
E0151,Gerald Murphy,95500,D005,BRA,UNKNOWN,BS,1964-10-05,2008-10-16
E0152,Xavier Guo,119500,D001,CHN,MALE,MS,1986-05-26,2023-03-12
E0153,Donna O'Brien,124000,D001,USA,FEMALE,MS,1969-05-17,2013-06-30
E0154,Ling Mehta,120000,D003,CAN,FEMALE,MSIS,1971-11-23,2005-06-01
E0155,Christian Hussain,62500,D001,CHN,MALE,BA,1965-02-28,2023-06-16
E0156,Liam Santos,122000,D001,CAN,UNKNOWN,BS,1985-05-23,2016-09-19
E0157,Christina Howard,76000,D003,CHN,FEMALE,BS,1960-04-27,2015-04-05
E0158,Mohan Meyer,70500,D004,IND,MALE,BA,1963-07-25,2017-12-27
E0159,Kenneth Rivera,70500,D005,BRA,UNKNOWN,BS,1997-11-16,2022-12-26
E0160,Alyssa Rogers,114000,D001,IND,FEMALE,MSIS,1993-08-31,2005-08-09
E0161,Gerald Reed,112000,D002,USA,MALE,BA,1985-10-22,2008-06-04
E0162,Maria Hayes,140000,D003,IND,FEMALE,MS,1976-10-14,2010-12-28
E0163,Xavier Griffin,66500,D002,BRA,MALE,BS,1988-12-03,2013-12-17
E0164,Laura Murray,106000,D005,GBR,FEMALE,BA,1995-02-06,2015-12-11
E0165,Catherine Suzuki,172500,D005,GBR,FEMALE,PHD,1964-10-30,2000-10-03
E0166,Beatriz Lin,91000,D001,IND,UNKNOWN,BA,1982-10-30,2024-01-21
E0167,Henry Nair,86000,D003,GBR,MALE,BS,1998-09-20,2006-12-18
E0168,Fernando Gonzales,138000,D001,CHN,MALE,MBA,1970-12-29,2014-08-29
E0169,Bryan Garcia,125500,D001,CAN,MALE,MS,1976-07-18,2007-12-21
E0170,Jian Gao,101500,D001,IND,MALE,BA,1962-09-04,2010-07-25
E0171,Ann Powell,76500,D001,CHN,UNKNOWN,BA,1964-09-04,2010-04-14
E0172,Rong Yang,117500,D002,IND,FEMALE,MS,1965-10-29,2005-07-07
E0173,Jennifer Fisher,88000,D005,USA,FEMALE,BS,1965-03-05,2016-06-27
E0174,Rebecca Roberts,131500,D002,IND,FEMALE,MS,1980-11-12,2011-01-25
E0175,Austin Foster,154000,D005,IND,MALE,MS,1965-02-23,2000-03-26
E0176,Arun Allen,112000,D001,USA,MALE,MS,1991-12-24,2004-10-09
E0177,Xavier Collins,85500,D003,JPN,MALE,MS,1977-10-14,2005-03-15
E0178,Logan Reyes,103000,D001,FRA,MALE,BA,1966-03-23,2003-08-01
E0179,Sofia Scott,101000,D002,CHN,FEMALE,MBA,1976-09-14,2020-05-25
E0180,Nicole Hussain,83500,D002,FRA,FEMALE,MS,1963-04-12,2023-09-23
E0181,Daniel Coleman,101500,D001,JPN,UNKNOWN,BS,1983-06-25,2004-02-13
E0182,Emily Harris,79500,D005,USA,FEMALE,BS,1973-03-16,2007-09-12
E0183,Manoj Ortiz,135500,D005,USA,MALE,BS,1996-02-21,2008-10-13
E0184,Brandon Rodrigues,61500,D001,CHN,MALE,BS,1986-06-27,2016-03-27
E0185,Manoj Reed,116000,D002,CAN,MALE,MS,1981-12-31,2000-09-25
E0186,Ethan Souza,106000,D002,IND,MALE,MS,1962-01-12,2020-12-04
E0187,Monika Bailey,96500,D005,IND,FEMALE,MS,1968-01-31,2004-04-23
E0188,Stefan Robinson,130500,D005,USA,MALE,BS,1987-05-23,2002-09-25
E0189,Hao Morales,123000,D001,GBR,UNKNOWN,BS,1994-11-29,2003-03-31
E0190,Aiden Cole,102500,D001,USA,MALE,BS,1988-05-04,2013-03-29
E0191,Robert Mishra,77500,D002,IND,UNKNOWN,BS,1980-04-16,2001-05-24
E0192,Nathan Verma,85000,D004,CAN,MALE,BA,1997-02-25,2019-03-17
E0193,Emma James,78000,D004,CHN,FEMALE,MS,1990-06-30,2016-07-22
E0194,Samantha Murphy,83000,D005,CAN,UNKNOWN,BS,1973-10-31,2003-10-24
E0195,Ann Matsumoto,134500,D004,USA,UNKNOWN,BS,1975-08-26,2016-09-28
E0196,Samantha Mishra,81500,D002,CHN,FEMALE,BA,1965-10-28,2023-05-18
E0197,Brittany Thompson,80000,D001,CAN,FEMALE,BA,1967-05-17,2000-03-09
E0198,Usha Harris,100000,D004,IND,FEMALE,MS,1963-05-06,2005-03-03
E0199,Lori Patterson,117500,D004,GBR,FEMALE,BS,1997-03-08,2006-07-13
E0200,Petra Reynolds,70000,D003,USA,UNKNOWN,BA,1961-11-06,2011-05-10
E0201,Tobias Taylor,64500,D002,CHN,MALE,BA,1968-11-23,2000-06-18
E0202,Vincent Patel,128000,D001,IND,MALE,BS,1975-09-21,2004-06-28
E0203,Frank Nelson,111500,D005,JPN,MALE,MS,1971-01-08,2005-12-10
E0204,Vijay Liu,109000,D005,IND,MALE,BA,1977-03-30,2007-07-30
E0205,Patrick Gomez,91500,D005,JPN,UNKNOWN,BA,1998-12-01,2012-08-17
E0206,Roger Collins,93000,D005,DEU,MALE,MS,1997-08-02,2002-12-20
E0207,Caleb Russell,120500,D005,USA,MALE,BS,1971-01-14,2003-02-24
E0208,Douglas Reed,108500,D005,IND,MALE,BS,1980-06-07,2000-07-11
E0209,Isabelle Souza,78500,D001,CAN,FEMALE,BS,1991-07-10,2000-12-27
E0210,Harry Griffin,69000,D002,CAN,MALE,BS,1976-11-13,2016-03-29
E0211,Liam Zhang,129500,D004,GBR,MALE,BS,1966-07-13,2017-12-22
E0212,Alain Diaz,112500,D002,IND,UNKNOWN,MS,1998-04-27,2008-12-26
E0213,Brenda Hu,131500,D003,USA,FEMALE,BS,1995-03-22,2018-11-24
E0214,Jordan Jackson,57500,D002,CHN,MALE,BS,1962-09-11,2022-09-05
E0215,Sunita Zhu,119500,D001,CAN,FEMALE,MS,1981-10-27,2017-02-13
E0216,Stephen Hill,166000,D005,USA,MALE,MBA,1974-02-10,2005-11-13
E0217,Alain Mishra,97000,D002,CHN,MALE,MS,1978-10-14,2001-06-19
E0218,Aiden Dubois,74500,D003,CAN,MALE,BS,1970-06-05,2019-11-12
E0219,Mary Johnson,118000,D005,IND,FEMALE,BS,1976-04-24,2011-08-17
E0220,Deepak Lee,148500,D001,USA,MALE,MS,1987-06-05,2015-02-03
E0221,Olivia Ahmed,113000,D001,USA,UNKNOWN,BA,1968-08-12,2021-03-15
E0222,Claire Ryan,49000,D002,CHN,FEMALE,BA,1969-01-17,2007-07-02
E0223,Margaret Anderson,113500,D002,GBR,UNKNOWN,MS,1962-09-25,2015-03-10
E0224,Ali Thomas,166000,D005,USA,MALE,MS,1976-07-26,2015-10-10
E0225,Olivia White,58000,D002,BRA,FEMALE,BS,1963-11-13,2014-11-28
E0226,Linda Yang,110500,D004,USA,UNKNOWN,BS,1965-05-14,2020-10-13
E0227,Elijah Martin,131000,D002,IND,UNKNOWN,MS,1971-05-03,2005-04-09
E0228,Victoria Kimura,157500,D005,IND,FEMALE,MSIS,1969-08-29,2007-09-02
E0229,Olivia Chen,72000,D005,BRA,FEMALE,BA,1987-06-10,2009-10-31
E0230,Heather Gray,63500,D002,IND,FEMALE,BA,1991-08-17,2016-08-25
E0231,Brenda Sanders,93500,D004,DEU,FEMALE,MS,1980-02-23,2020-08-09
E0232,Jean Oliveira,149500,D005,IND,FEMALE,MBA,1965-11-02,2014-11-01
E0233,Jeremy Suzuki,87500,D002,USA,MALE,BS,1993-05-18,2014-11-17
E0234,Vanessa Morgan,94500,D004,USA,FEMALE,MS,1984-02-02,2024-01-17
E0235,Luc Russell,120000,D003,DEU,MALE,MSIS,1966-12-21,2014-05-30
E0236,Ryan Flores,84000,D004,CHN,MALE,MS,1963-10-06,2019-12-30
E0237,Vincent Taylor,114000,D004,BRA,UNKNOWN,MS,1975-01-25,2014-05-03
E0238,Emily Gao,79500,D003,FRA,FEMALE,BA,1985-10-23,2010-09-13
E0239,Daniel Sasaki,98000,D002,CHN,MALE,MS,1987-05-17,2004-10-12
E0240,Alexis Chen,122000,D005,USA,UNKNOWN,BS,1983-02-26,2011-03-24
E0241,Heather Thomas,120000,D002,IND,UNKNOWN,BS,1960-06-21,2015-03-23
E0242,Nisha Coleman,119000,D004,USA,UNKNOWN,MS,1988-02-17,2022-08-24
E0243,Suresh Gray,102500,D001,IND,UNKNOWN,BA,1977-07-14,2005-11-07
E0244,Theresa Wang,84500,D005,USA,FEMALE,BS,1993-10-12,2015-04-25
E0245,Lata Ali,138500,D004,USA,FEMALE,BS,1975-08-27,2008-01-28
E0246,Pooja Green,123000,D005,USA,FEMALE,BA,1967-12-03,2004-03-25
E0247,Wayne Jenkins,113000,D003,CHN,MALE,MS,1966-07-10,2009-12-22
E0248,Karen Phillips,148000,D001,IND,FEMALE,MSIS,1994-02-25,2023-03-07
E0249,Lata Zhou,95500,D004,USA,FEMALE,BS,1996-12-18,2019-06-07
E0250,Omar O'Connor,51500,D002,CHN,MALE,BS,1998-08-24,2009-06-26
E0251,Tariq Kato,157000,D002,CAN,MALE,MBA,1971-10-02,2020-07-09
E0252,Kelly Stevens,141500,D002,USA,FEMALE,BS,1986-08-24,2024-12-16
E0253,Alice Suzuki,69000,D003,IND,FEMALE,BA,1986-11-09,2007-03-06
E0254,Sophie Zhang,131000,D005,CAN,FEMALE,MS,1987-07-12,2006-11-20
E0255,Jasmine Ward,108000,D003,JPN,FEMALE,BS,1980-01-30,2009-09-27
E0256,Qing Barnes,123000,D001,USA,FEMALE,MS,1984-04-25,2015-07-20
E0257,Alyssa Howard,103000,D001,CAN,FEMALE,BS,1965-05-28,2018-06-17
E0258,Debra Leroy,118500,D005,GBR,FEMALE,MS,1991-11-19,2002-06-23
E0259,Fang Rao,204000,D002,USA,MALE,PHD,1984-07-22,2013-11-13
E0260,Kenta Price,118500,D005,USA,MALE,MS,1985-04-19,2006-01-21
E0261,Nicole Smith,110000,D001,IND,UNKNOWN,BS,1989-01-27,2000-10-18
E0262,Joe O'Connor,107000,D002,USA,MALE,BS,1985-04-30,2021-05-07
E0263,Samuel Sanchez,107500,D005,GBR,MALE,BS,1991-05-05,2019-11-18
E0264,Evelyn Carter,80500,D004,IND,FEMALE,BA,1986-06-05,2004-09-02
E0265,Tao Watanabe,77500,D005,USA,MALE,BA,1977-04-25,2006-02-13
E0266,Marilyn Sun,122000,D005,USA,FEMALE,MS,1964-06-29,2009-06-16
E0267,Melissa White,65000,D002,BRA,UNKNOWN,BS,1964-07-11,2001-03-11
E0268,Ping Yamaguchi,43000,D005,BRA,FEMALE,BA,1980-05-21,2024-07-29
E0269,Mason Alves,226000,D002,USA,UNKNOWN,PHD,1973-12-15,2020-10-19
E0270,Tiffany He,68000,D005,CHN,FEMALE,BS,1985-02-24,2012-04-23
E0271,Freya Hall,111500,D001,USA,FEMALE,BS,1987-06-25,2002-07-30
E0272,Frank Costa,88500,D005,CAN,MALE,BA,1986-02-19,2019-02-17
E0273,Denise Peterson,77500,D001,CHN,UNKNOWN,BS,1980-07-01,2021-06-17
E0274,Andre Morales,108500,D005,CAN,MALE,MS,1966-05-30,2006-06-30
E0275,Andrea Barnes,114000,D003,DEU,UNKNOWN,BS,1969-07-19,2010-10-01
E0276,Gunter Barnes,125000,D005,USA,MALE,MS,1968-09-08,2008-11-26
E0277,Albert Mohammed,95000,D003,USA,MALE,MS,1983-01-17,2006-10-13
E0278,Martha Cruz,144500,D001,USA,FEMALE,BS,1984-04-01,2022-08-28
E0279,Layla Gray,82000,D002,CAN,FEMALE,BS,1971-02-22,2006-10-06
E0280,Aurelie Watanabe,106500,D004,USA,UNKNOWN,BS,1988-05-14,2007-04-22
E0281,Dennis Baker,127000,D005,IND,MALE,BS,1973-06-05,2018-07-18
E0282,Paul He,125000,D001,CHN,UNKNOWN,MS,1984-08-09,2004-09-16
E0283,David Baker,101000,D004,IND,MALE,BS,1963-07-25,2000-11-11
E0284,Denise Guo,73500,D001,BRA,FEMALE,BS,1970-08-16,2003-12-03
E0285,Saki Turner,100000,D005,IND,FEMALE,BS,1960-03-05,2011-06-22
E0286,Danielle Miller,119000,D002,CAN,FEMALE,MS,1981-01-27,2005-05-08
E0287,Kathleen Foster,162500,D002,IND,FEMALE,MSIS,1966-06-13,2005-02-26
E0288,Arthur Kato,129000,D005,USA,UNKNOWN,MS,1990-08-16,2010-04-05
E0289,Ethan Cooper,172500,D003,CAN,MALE,PHD,1970-12-02,2008-05-24
E0290,Gerald Khan,90500,D004,CHN,MALE,MS,1974-06-16,2020-11-26
E0291,Ping Zhang,64500,D004,CHN,FEMALE,BS,1978-11-30,2018-12-30
E0292,Meena Brooks,96000,D005,IND,FEMALE,BA,1982-03-30,2008-11-07
E0293,Kenji Morris,71500,D005,USA,UNKNOWN,BA,1968-04-17,2004-10-23
E0294,Peng Sanchez,97000,D003,USA,MALE,BS,1990-05-22,2019-11-17
E0295,Brittany Hamilton,68500,D005,USA,FEMALE,BA,1970-06-12,2024-10-27
E0296,Camila Wagner,104500,D002,JPN,FEMALE,LAW,1966-08-22,2013-04-16
E0297,Ryo Weber,124000,D004,USA,UNKNOWN,MS,1993-04-09,2018-02-25
E0298,Claire Ellis,171000,D001,USA,FEMALE,MS,1960-10-28,2022-08-30
E0299,Omar Chopra,112500,D004,USA,MALE,BS,1993-10-29,2018-01-12
E0300,Ralph Liu,46000,D003,BRA,MALE,BA,1979-12-30,2018-02-23
E0301,Jean Fisher,132500,D005,FRA,FEMALE,MS,1989-05-03,2003-12-01
E0302,Ronald Nelson,122000,D004,USA,MALE,MBA,1973-05-14,2006-10-31
E0303,Alain Abdullah,105500,D005,USA,MALE,BS,1976-05-15,2001-06-19
E0304,Heather Price,107000,D002,USA,FEMALE,MS,1994-06-30,2002-12-25
E0305,Amy Gonzales,60500,D002,USA,UNKNOWN,BA,1964-07-26,2015-08-12
E0306,Charlotte Nakamura,49500,D005,CHN,FEMALE,BA,1996-04-02,2001-04-20
E0307,Sophie Becker,106000,D005,USA,FEMALE,BA,1986-02-04,2011-02-01
E0308,Heike Hassan,119500,D004,GBR,FEMALE,BS,1962-12-05,2005-05-01
E0309,Alain Ford,124500,D005,IND,MALE,BS,1990-03-27,2014-06-07
E0310,Puja Walker,69000,D001,IND,FEMALE,BA,1996-11-04,2010-08-19
